time,o,h,l,c,volume,complete
2020-01-21 00:00:00,8613.7,8629.0,8586.2,8603.8,2207,True
2020-01-21 01:00:00,8602.9,8626.4,8596.1,8616.5,786,True
2020-01-21 02:00:00,8617.0,8640.7,8610.3,8631.4,1027,True
2020-01-21 03:00:00,8632.2,8648.7,8623.1,8634.8,1107,True
2020-01-21 04:00:00,8635.2,8657.9,8632.9,8637.5,1329,True
2020-01-21 05:00:00,8637.0,8644.0,8606.0,8626.3,1242,True
2020-01-21 06:00:00,8625.8,8632.0,8601.9,8612.7,1335,True
2020-01-21 07:00:00,8612.3,8620.7,8587.6,8598.5,665,True
2020-01-21 08:00:00,8599.1,8629.1,8580.7,8623.4,1608,True
2020-01-21 09:00:00,8624.0,8629.5,8592.7,8595.7,1028,True
2020-01-21 10:00:00,8595.3,8642.4,8571.1,8627.1,1761,True
2020-01-21 11:00:00,8626.3,8643.0,8608.7,8625.5,931,True
2020-01-21 12:00:00,8625.0,8634.2,8602.4,8628.8,934,True
2020-01-21 13:00:00,8629.2,8635.3,8617.1,8630.7,441,True
2020-01-21 14:00:00,8631.3,8631.3,8615.6,8623.2,549,True
2020-01-21 15:00:00,8622.8,8650.7,8613.2,8618.6,1145,True
2020-01-21 16:00:00,8618.1,8631.7,8589.8,8614.8,1769,True
2020-01-21 17:00:00,8614.1,8625.1,8599.1,8620.2,1408,True
2020-01-21 18:00:00,8619.8,8622.5,8588.0,8598.4,1030,True
2020-01-21 19:00:00,8598.9,8611.3,8456.0,8492.1,3018,True
2020-01-21 20:00:00,8491.6,8691.1,8489.0,8690.3,5856,True
2020-01-21 21:00:00,8689.7,8752.5,8689.7,8700.5,2982,True
2020-01-21 22:00:00,8701.0,8709.2,8654.7,8691.9,2764,True
2020-01-21 23:00:00,8691.3,8726.4,8690.0,8703.9,2076,True
2020-01-22 00:00:00,8704.4,8724.9,8693.5,8706.8,1456,True
2020-01-22 01:00:00,8707.3,8709.8,8681.4,8694.8,936,True
2020-01-22 02:00:00,8694.3,8698.9,8664.7,8682.7,922,True
2020-01-22 03:00:00,8682.3,8692.0,8675.8,8680.4,665,True
2020-01-22 04:00:00,8681.0,8705.2,8680.5,8702.5,720,True
2020-01-22 05:00:00,8701.9,8703.8,8678.7,8682.5,865,True
2020-01-22 06:00:00,8683.1,8721.6,8683.1,8716.6,849,True
2020-01-22 07:00:00,8716.1,8775.9,8666.5,8700.0,3947,True
2020-01-22 08:00:00,8698.5,8703.5,8610.1,8634.9,3571,True
2020-01-22 09:00:00,8634.1,8647.8,8601.6,8644.2,2193,True
2020-01-22 10:00:00,8645.0,8645.0,8607.2,8621.9,1335,True
2020-01-22 11:00:00,8622.4,8629.7,8586.4,8618.2,1303,True
2020-01-22 12:00:00,8617.8,8635.3,8602.8,8626.1,1078,True
2020-01-22 13:00:00,8625.3,8630.1,8596.2,8602.7,1091,True
2020-01-22 14:00:00,8602.3,8636.4,8597.0,8610.5,1044,True
2020-01-22 15:00:00,8610.0,8625.3,8605.3,8616.9,637,True
2020-01-22 16:00:00,8615.9,8665.7,8553.4,8645.7,2708,True
2020-01-22 17:00:00,8645.2,8657.2,8622.3,8648.9,1465,True
2020-01-22 18:00:00,8648.3,8648.5,8600.0,8628.4,962,True
2020-01-22 19:00:00,8629.1,8632.2,8600.9,8625.8,898,True
2020-01-22 20:00:00,8626.3,8632.8,8611.7,8627.0,591,True
2020-01-22 21:00:00,8627.5,8630.6,8615.2,8622.6,426,True
2020-01-22 22:00:00,8621.7,8634.6,8604.0,8616.8,1020,True
2020-01-22 23:00:00,8615.7,8648.5,8614.2,8645.7,855,True
2020-01-23 00:00:00,8645.2,8651.6,8598.4,8618.4,1138,True
2020-01-23 01:00:00,8620.3,8623.6,8549.3,8551.8,2001,True
2020-01-23 02:00:00,8551.2,8570.4,8519.8,8556.5,2379,True
2020-01-23 03:00:00,8557.0,8561.5,8534.3,8541.8,763,True
2020-01-23 04:00:00,8542.2,8554.4,8524.3,8539.7,929,True
2020-01-23 05:00:00,8538.2,8538.2,8446.9,8511.1,2521,True
2020-01-23 06:00:00,8510.5,8521.2,8460.0,8485.2,1698,True
2020-01-23 07:00:00,8484.6,8551.1,8456.2,8535.9,2267,True
2020-01-23 08:00:00,8535.3,8576.9,8461.0,8461.6,2996,True
2020-01-23 09:00:00,8462.8,8468.4,8387.4,8393.9,3723,True
2020-01-23 10:00:00,8394.4,8412.2,8358.0,8398.6,3006,True
2020-01-23 11:00:00,8398.1,8425.2,8363.4,8373.1,1674,True
2020-01-23 12:00:00,8372.2,8439.7,8334.8,8368.6,3920,True
